src,dst,exp,seed,spazio,terna,in_domain,metodo,bal_acc,n_target,unseen_proto_h,unseen_state_h,roc_auc_target,frazione_attacchi,budget,normali
ton,bot,ton->bot,42,minimo,ton+bot+unsw,False,8 etichette,0.5430803924117723,200477,0.00027434568553998714,0.0,,,8.0,2.0
ton,bot,ton->bot,42,minimo,ton+bot+unsw,False,rifit completo n=8,0.5535918077542327,200477,0.00027434568553998714,0.0,,,8.0,
ton,bot,ton->bot,42,minimo,ton+bot+unsw,False,32 etichette,0.5705500873576036,200477,0.00027434568553998714,0.0,,,32.0,3.0
ton,bot,ton->bot,42,minimo,ton+bot+unsw,False,rifit completo n=32,0.5463909988467315,200477,0.00027434568553998714,0.0,,,32.0,
ton,bot,ton->bot,42,minimo,ton+bot+unsw,False,128 etichette,0.6261294954916443,200477,0.00027434568553998714,0.0,,,128.0,3.0
ton,bot,ton->bot,42,minimo,ton+bot+unsw,False,rifit completo n=128,0.5410441810941966,200477,0.00027434568553998714,0.0,,,128.0,
ton,unsw,ton->unsw,42,minimo,ton+bot+unsw,False,non adattato,0.3187884038220027,257673,0.1626712926849146,0.0,0.26072896102533344,0.6390774353541117,,
ton,unsw,ton->unsw,42,minimo,ton+bot+unsw,False,8 etichette,0.7588154445115405,257673,0.1626712926849146,0.0,,,8.0,3.0
ton,unsw,ton->unsw,42,minimo,ton+bot+unsw,False,rifit completo n=8,0.7471688369765154,257673,0.1626712926849146,0.0,,,8.0,
ton,unsw,ton->unsw,42,minimo,ton+bot+unsw,False,32 etichette,0.7546828558608107,257673,0.1626712926849146,0.0,,,32.0,8.0
ton,unsw,ton->unsw,42,minimo,ton+bot+unsw,False,rifit completo n=32,0.7308401275368168,257673,0.1626712926849146,0.0,,,32.0,
ton,unsw,ton->unsw,42,minimo,ton+bot+unsw,False,128 etichette,0.7773647126533614,257673,0.1626712926849146,0.0,,,128.0,48.0
ton,unsw,ton->unsw,42,minimo,ton+bot+unsw,False,rifit completo n=128,0.7867224216717568,257673,0.1626712926849146,0.0,,,128.0,
ton,ton,ton->ton,43,minimo,ton+bot+unsw,True,non adattato,0.9592939675246048,42209,0.0,0.0,0.9924575506845912,0.7630837025278969,,
