src,dst,exp,seed,spazio,terna,in_domain,metodo,bal_acc,n_target,unseen_proto_h,unseen_state_h,roc_auc_target,frazione_attacchi,budget,normali
ton,cic,ton->cic,48,ridotto,ton+bot+cic,False,32 etichette,0.7590341828509303,227709,0.0530809058930477,0.0,,,32.0,4.0
ton,cic,ton->cic,48,ridotto,ton+bot+cic,False,rifit completo n=32,0.9284777843090417,227709,0.0530809058930477,0.0,,,32.0,
ton,cic,ton->cic,48,ridotto,ton+bot+cic,False,128 etichette,0.9521408165918073,227709,0.0530809058930477,0.0,,,128.0,18.0
ton,cic,ton->cic,48,ridotto,ton+bot+cic,False,rifit completo n=128,0.9540411379774458,227709,0.0530809058930477,0.0,,,128.0,
ton,ton,ton->ton,49,ridotto,ton+bot+cic,True,non adattato,0.9624031869974231,42209,0.0,0.0,0.9940331941382843,0.7630837025278969,,
ton,bot,ton->bot,49,ridotto,ton+bot+cic,False,non adattato,0.6175775314465409,200477,0.00027933378891344145,0.0,0.5747774109014674,0.9976206746908622,,
ton,bot,ton->bot,49,ridotto,ton+bot+cic,False,8 etichette,,200477,0.00027933378891344145,0.0,,,8.0,0.0
ton,bot,ton->bot,49,ridotto,ton+bot+cic,False,32 etichette,0.5357344654329729,200477,0.00027933378891344145,0.0,,,32.0,2.0
ton,bot,ton->bot,49,ridotto,ton+bot+cic,False,rifit completo n=32,0.5115664454931398,200477,0.00027933378891344145,0.0,,,32.0,
ton,bot,ton->bot,49,ridotto,ton+bot+cic,False,128 etichette,0.5441204695800459,200477,0.00027933378891344145,0.0,,,128.0,2.0
ton,bot,ton->bot,49,ridotto,ton+bot+cic,False,rifit completo n=128,0.5178797273861481,200477,0.00027933378891344145,0.0,,,128.0,
ton,cic,ton->cic,49,ridotto,ton+bot+cic,False,non adattato,0.4308768169186907,227709,0.05260222476933279,0.0,0.4467133022664117,0.8783139884677373,,
ton,cic,ton->cic,49,ridotto,ton+bot+cic,False,8 etichette,0.7466051888544841,227709,0.05260222476933279,0.0,,,8.0,1.0
ton,cic,ton->cic,49,ridotto,ton+bot+cic,False,rifit completo n=8,0.8173696708084075,227709,0.05260222476933279,0.0,,,8.0,
ton,cic,ton->cic,49,ridotto,ton+bot+cic,False,32 etichette,0.8241832501018882,227709,0.05260222476933279,0.0,,,32.0,5.0
ton,cic,ton->cic,49,ridotto,ton+bot+cic,False,rifit completo n=32,0.9102345261889015,227709,0.05260222476933279,0.0,,,32.0,
ton,cic,ton->cic,49,ridotto,ton+bot+cic,False,128 etichette,0.9328716817693451,227709,0.05260222476933279,0.0,,,128.0,19.0
ton,cic,ton->cic,49,ridotto,ton+bot+cic,False,rifit completo n=128,0.9348804072578529,227709,0.05260222476933279,0.0,,,128.0,
ton,ton,ton->ton,50,ridotto,ton+bot+cic,True,non adattato,0.960944891179484,42209,0.0,0.0,0.9932213496227763,0.7630837025278969,,
ton,bot,ton->bot,50,ridotto,ton+bot+cic,False,non adattato,0.6288343134171908,200477,0.0002992862024072587,0.0,0.5853637893081761,0.9976206746908622,,
ton,bot,ton->bot,50,ridotto,ton+bot+cic,False,8 etichette,,200477,0.0002992862024072587,0.0,,,8.0,0.0
ton,bot,ton->bot,50,ridotto,ton+bot+cic,False,32 etichette,0.5488521676742248,200477,0.0002992862024072587,0.0,,,32.0,1.0
